Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,SeniorCitizenLabel,ServiceCount,AvgMonthlySpend,ChargeToTenureRatio,CLV,TenureGroup_num,ChargesBand_num,ContractRisk,IsNewCustomer,IsLongTermCustomer,HasNoAddOns,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes
0,0,20,1,1,0,1,68.9,1370.35,0,0,3,68.52,1.0055,1370.35,1,2,2,0,0,0,1,0,0,1,0,1,0,1,0,1
0,0,1,1,0,0,1,20.25,20.25,0,0,0,20.25,1.0,20.25,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,29,1,2,0,1,76.0,2215.25,0,0,0,76.39,0.9949,2215.25,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,1,1,2,0,0,74.0,74.0,0,0,1,74.0,1.0,74.0,0,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,3,1,2,0,1,82.3,214.4,0,0,2,71.47,1.1515,214.4,0,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,20,1,2,0,1,89.4,1871.15,0,0,3,93.56,0.9555,1871.15,1,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0
0,1,64,1,2,0,1,99.15,6171.2,0,0,4,96.42,1.0283,6171.2,3,3,2,0,1,0,1,0,0,0,0,1,0,1,1,1
0,0,1,1,0,0,1,20.2,20.2,1,0,0,20.2,1.0,20.2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,6,0,1,0,0,29.45,161.45,0,0,1,26.91,1.0944,161.45,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,50,1,0,2,0,19.8,1013.2,0,0,0,20.26,0.9773,1013.2,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,0,6,1,1,0,1,59.15,336.7,0,0,2,56.12,1.054,336.7,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,7,1,1,0,0,44.75,333.65,0,0,0,47.66,0.9389,333.65,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,72,1,2,2,1,90.8,6511.8,0,0,2,90.44,1.004,6511.8,3,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,8,1,1,0,1,49.55,393.45,0,0,1,49.18,1.0075,393.45,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,67,1,2,2,0,106.7,7009.5,0,0,4,104.62,1.0199,7009.5,3,3,0,0,1,0,1,0,0,1,1,0,0,1,1,1
1,0,24,1,2,0,1,93.55,2264.05,1,1,2,94.34,0.9916,2264.05,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,1
1,0,72,1,2,2,1,94.45,6921.7,0,0,3,96.13,0.9825,6921.7,3,2,0,0,1,0,1,0,0,1,1,1,0,0,0,1
1,1,33,1,0,1,1,19.45,600.25,0,0,0,18.19,1.0693,600.25,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,1,0,1,25.05,56.35,1,0,0,28.18,0.8889,56.35,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,70,1,1,2,0,67.95,4664.15,0,0,4,66.63,1.0198,4664.15,3,2,0,0,1,0,0,0,1,0,1,1,0,1,0,1
0,0,22,1,1,1,0,65.25,1441.8,0,0,3,65.54,0.9956,1441.8,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,59,1,2,0,1,99.45,5623.7,0,0,4,95.32,1.0433,5623.7,3,3,2,0,1,0,0,0,0,1,1,1,1,0,0,1
0,0,36,1,0,1,1,20.35,695.85,0,0,0,19.33,1.0528,695.85,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,51,1,0,2,0,19.95,1028.75,0,0,0,20.17,0.9891,1028.75,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,0,53,1,1,1,0,77.4,4155.95,0,0,4,78.41,0.9871,4155.95,3,2,1,0,1,0,0,0,0,1,1,0,1,1,1,0
1,1,20,1,0,1,0,19.7,395.6,0,0,0,19.78,0.996,395.6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,63,1,2,2,0,99.7,6330.4,0,0,4,100.48,0.9922,6330.4,3,3,0,0,1,0,1,0,0,0,1,0,1,0,1,1
0,0,40,1,2,0,0,74.8,2971.7,0,0,1,74.29,1.0069,2971.7,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,35,1,0,1,1,19.15,638.0,0,0,0,18.23,1.0505,638.0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,26,1,2,1,0,78.95,2034.25,0,0,1,78.24,1.0091,2034.25,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,27,1,2,0,1,95.55,2510.2,1,1,3,92.97,1.0278,2510.2,2,3,2,0,0,0,0,1,0,1,0,1,1,0,0,1
0,1,53,1,1,1,0,62.85,3419.5,0,0,3,64.52,0.9741,3419.5,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1,0,34,1,2,0,0,71.55,2427.35,0,1,0,71.39,1.0022,2427.35,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,19,1,2,0,1,94.95,1760.25,0,1,2,92.64,1.0249,1760.25,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,1
1,0,43,1,2,0,1,86.1,3551.65,0,0,3,82.6,1.0424,3551.65,2,2,2,0,0,0,1,0,0,0,1,1,1,0,0,0
1,1,6,1,0,0,0,19.55,122.9,0,0,0,20.48,0.9546,122.9,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,56,1,0,2,1,24.8,1424.2,0,0,0,25.43,0.9752,1424.2,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
0,0,57,0,1,0,1,39.3,2111.45,1,0,2,37.04,1.061,2111.45,3,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0
1,1,34,1,2,0,1,84.05,2909.95,0,0,2,85.59,0.982,2909.95,2,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,10,0,1,0,0,36.25,374.0,0,0,2,37.4,0.9693,374.0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0
0,0,1,1,0,0,1,20.25,20.25,1,0,0,20.25,1.0,20.25,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,13,0,1,0,1,23.9,300.8,1,0,0,23.14,1.0328,300.8,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,56,1,2,0,0,98.6,5581.05,0,0,3,99.66,0.9894,5581.05,3,3,2,0,1,0,0,1,0,1,0,1,0,0,1,1
1,0,55,1,2,0,1,103.65,5676.65,0,0,4,103.21,1.0043,5676.65,3,3,2,0,1,0,1,0,0,1,0,1,1,0,1,1
1,1,36,1,1,2,1,92.9,3379.25,0,0,6,93.87,0.9897,3379.25,2,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1
1,0,47,1,0,1,0,19.9,942.95,0,0,0,20.06,0.992,942.95,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,12,1,0,0,1,20.1,232.4,0,0,0,19.37,1.0377,232.4,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1,1,2,0,1,85.45,85.45,1,0,2,85.45,1.0,85.45,0,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0
0,0,24,1,2,0,1,80.5,2088.45,0,1,1,87.02,0.9251,2088.45,1,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0,63,1,2,1,0,99.9,6137.0,1,0,3,97.41,1.0256,6137.0,3,3,1,0,1,0,0,0,0,1,0,1,0,0,1,1
0,0,35,0,1,0,1,39.85,1434.6,0,1,2,40.99,0.9722,1434.6,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,67,1,1,1,0,60.5,3870.0,0,0,3,57.76,1.0474,3870.0,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0
0,0,25,1,2,0,1,84.8,2043.45,1,0,1,81.74,1.0374,2043.45,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,21,1,2,0,0,103.85,2215.0,0,0,4,105.48,0.9845,2215.0,1,3,2,0,0,0,0,0,1,1,1,0,1,0,1,1
0,0,13,1,1,0,0,67.8,842.25,0,0,4,64.79,1.0465,842.25,1,2,2,0,0,0,0,0,0,0,1,1,0,1,0,1
1,0,35,1,2,0,1,75.2,2576.2,1,0,0,73.61,1.0216,2576.2,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0
1,0,71,1,0,2,0,24.85,1901.0,0,1,0,26.77,0.9283,1901.0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,29,1,0,0,0,19.35,601.6,0,0,0,20.74,0.933,601.6,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,71,0,1,2,0,49.35,3515.25,1,0,3,49.51,0.9968,3515.25,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1,0,7,1,2,0,1,89.0,605.45,0,1,2,86.49,1.029,605.45,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
0,0,57,0,1,0,1,55.0,3094.05,0,1,4,54.28,1.0133,3094.05,3,1,2,0,1,0,0,1,0,0,0,1,1,0,1,1
1,0,65,1,1,2,0,76.15,4929.55,0,0,4,75.84,1.0041,4929.55,3,2,0,0,1,0,0,0,0,1,1,0,1,1,0,1
0,0,27,1,0,1,0,20.3,595.05,0,0,0,22.04,0.9211,595.05,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,6,1,2,0,1,74.9,469.8,1,0,0,78.3,0.9566,469.8,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,72,1,2,2,1,117.35,8436.25,0,1,6,117.17,1.0015,8436.25,3,3,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,0,1,1,0,0,1,19.75,19.75,0,0,0,19.75,1.0,19.75,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,11,1,1,0,0,45.2,492.0,0,0,0,44.73,1.0105,492.0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,39,1,0,2,0,25.2,987.95,0,0,0,25.33,0.9949,987.95,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,59,1,2,0,1,89.75,5496.9,0,1,3,93.17,0.9633,5496.9,3,2,2,0,1,0,0,1,0,1,1,1,1,0,0,0
0,0,26,1,1,1,0,75.0,1908.35,0,0,4,73.4,1.0218,1908.35,2,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1
0,0,2,1,1,0,0,49.95,107.1,0,1,1,53.55,0.9328,107.1,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
1,1,72,0,1,2,0,65.7,4575.35,0,0,6,63.55,1.0338,4575.35,3,2,0,0,1,0,0,0,0,0,1,1,1,1,1,1
1,0,65,1,1,1,0,67.05,4309.55,0,0,3,66.3,1.0113,4309.55,3,2,1,0,1,0,1,0,0,1,1,1,1,0,0,0
1,1,72,1,2,2,0,110.9,7922.75,0,0,5,110.04,1.0078,7922.75,3,3,0,0,1,0,1,0,0,1,0,1,1,1,1,1
0,0,6,1,2,0,1,87.95,522.35,0,0,2,87.06,1.0102,522.35,0,2,2,1,0,0,0,0,0,1,0,0,0,1,0,1
0,0,32,1,0,1,0,19.8,587.7,0,1,0,18.37,1.0778,587.7,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,50,1,1,1,0,75.7,3876.2,0,0,3,77.52,0.9765,3876.2,3,2,1,0,1,0,0,0,0,1,0,0,1,0,1,1
1,0,61,0,1,2,1,62.15,3778.85,0,0,5,61.95,1.0032,3778.85,3,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1
0,0,15,1,2,0,1,101.25,1457.25,1,0,4,97.15,1.0422,1457.25,1,3,2,0,0,0,0,1,0,0,0,1,1,0,1,1
1,0,72,1,2,2,0,115.15,8349.45,0,0,6,115.96,0.993,8349.45,3,3,0,0,1,0,0,0,0,1,1,1,1,1,1,1
0,0,9,1,0,0,1,18.95,185.6,1,0,0,20.62,0.919,185.6,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,19.5,19.5,0,0,0,19.5,1.0,19.5,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,12,1,2,0,1,86.55,1066.9,0,0,1,88.91,0.9735,1066.9,0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1
0,0,37,0,1,0,0,28.6,973.55,1,0,1,26.31,1.087,973.55,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,61,1,0,1,0,20.4,1226.45,0,0,0,20.11,1.0144,1226.45,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,18,1,0,1,0,19.8,342.3,0,0,0,19.02,1.041,342.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,21,1,1,0,0,45.65,985.05,0,0,0,46.91,0.9731,985.05,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,68,0,1,2,1,56.4,3948.45,0,0,5,58.07,0.9712,3948.45,3,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1
0,0,12,1,2,0,1,73.3,828.05,0,1,0,69.0,1.0623,828.05,0,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0
0,0,2,0,1,0,0,24.35,41.85,1,1,0,20.92,1.164,41.85,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,62,1,2,0,1,101.35,6164.7,0,0,3,99.43,1.0193,6164.7,3,3,2,0,1,0,0,1,0,1,0,0,1,0,1,1
0,0,29,1,2,0,0,98.65,2862.75,1,1,3,98.72,0.9993,2862.75,2,3,2,0,0,0,0,1,0,1,0,0,0,1,1,1
0,1,1,0,1,0,0,33.6,33.6,0,0,2,33.6,1.0,33.6,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0
1,0,5,1,2,0,1,79.9,343.95,1,1,1,68.79,1.1615,343.95,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,20.7,20.7,0,0,0,20.7,1.0,20.7,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,1,62,1,2,2,1,104.05,6590.5,0,0,4,106.3,0.9788,6590.5,3,3,0,0,1,0,0,1,0,1,0,0,1,1,1,1
1,1,36,1,0,2,0,20.25,717.95,0,0,0,19.94,1.0155,717.95,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,28,1,2,0,1,103.3,2890.65,1,1,4,103.24,1.0006,2890.65,2,3,2,0,0,0,0,1,0,1,0,0,1,1,1,1
1,1,69,1,1,1,0,73.7,4885.85,0,0,4,70.81,1.0408,4885.85,3,2,1,0,1,0,1,0,0,1,1,1,0,1,1,0
1,0,11,1,2,0,1,96.2,1222.05,1,0,3,111.1,0.8659,1222.05,0,3,2,1,0,0,1,0,0,1,1,0,0,1,1,0
1,0,63,1,2,0,1,108.75,6871.7,0,0,5,109.07,0.9971,6871.7,3,3,2,0,1,0,0,1,0,1,0,1,1,1,1,1
0,0,23,1,0,1,0,20.15,405.6,0,0,0,17.63,1.1429,405.6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,10,1,0,0,0,19.75,208.25,0,0,0,20.82,0.9486,208.25,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
1,0,71,1,0,2,1,25.95,1801.9,0,0,0,25.38,1.0225,1801.9,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,45,1,1,0,1,70.05,3062.45,0,1,3,68.05,1.0294,3062.45,2,2,2,0,0,0,0,1,0,1,1,0,0,1,0,1
1,1,70,1,0,2,0,24.05,1764.75,0,0,0,25.21,0.954,1764.75,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
0,1,22,1,2,0,1,84.75,1816.75,0,0,1,82.58,1.0263,1816.75,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,52,1,0,2,0,23.05,1255.1,0,0,0,24.14,0.9548,1255.1,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
1,0,55,1,2,1,1,104.15,5743.05,1,0,4,104.42,0.9974,5743.05,3,3,1,0,1,0,0,1,0,1,0,0,1,1,1,1
0,0,65,0,1,2,0,59.95,3921.1,0,0,5,60.32,0.9939,3921.1,3,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1
1,1,72,1,0,2,0,19.55,1463.45,0,0,0,20.33,0.9616,1463.45,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,10,1,0,1,0,19.6,189.45,0,0,0,18.94,1.0348,189.45,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,7,1,0,1,0,20.05,96.8,0,0,0,13.83,1.4497,96.8,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,5,1,2,0,1,85.55,408.5,0,1,2,81.7,1.0471,408.5,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,24,1,1,2,0,78.6,1846.65,0,0,4,76.94,1.0216,1846.65,1,2,0,0,0,0,1,0,0,1,1,0,1,0,1,1
1,1,72,1,2,2,1,116.8,8456.75,0,0,6,117.45,0.9945,8456.75,3,3,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,0,21,0,1,0,1,43.55,1011.5,0,0,3,48.17,0.9041,1011.5,1,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0
1,0,69,0,1,1,1,60.8,4263.4,0,0,5,61.79,0.984,4263.4,3,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1
1,1,44,1,1,0,1,54.9,2549.1,0,0,2,57.93,0.9477,2549.1,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,61,1,1,1,1,65.2,3965.05,0,1,2,65.0,1.0031,3965.05,3,2,1,0,1,0,0,1,0,1,0,0,1,0,1,0
0,0,24,1,2,0,1,102.95,2496.7,1,1,4,104.03,0.9896,2496.7,1,3,2,0,0,0,1,0,0,1,0,1,1,0,1,1
0,0,1,1,2,0,0,90.6,90.6,1,0,2,90.6,1.0,90.6,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
0,0,6,1,1,0,1,50.8,288.05,1,0,1,48.01,1.0581,288.05,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,4,1,2,0,1,90.05,368.1,1,0,2,92.02,0.9786,368.1,0,2,2,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0,72,1,2,2,1,108.2,7840.6,0,0,5,108.9,0.9936,7840.6,3,3,0,0,1,0,0,1,0,1,0,1,1,1,1,1
0,0,72,1,1,2,0,92.0,6632.75,0,0,6,92.12,0.9987,6632.75,3,2,0,0,1,0,0,0,0,1,1,1,1,1,1,1
1,0,14,1,2,0,1,75.1,1013.35,0,1,0,72.38,1.0376,1013.35,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,7,1,0,0,1,25.05,152.95,0,0,0,21.85,1.1465,152.95,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,48,1,2,1,0,75.15,3772.65,0,0,1,78.6,0.9561,3772.65,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,55,1,0,1,0,19.5,1026.35,0,0,0,18.66,1.045,1026.35,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,19.3,19.3,0,0,0,19.3,1.0,19.3,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,45,1,2,1,0,112.2,5031.85,0,0,6,111.82,1.0034,5031.85,2,3,1,0,0,0,1,0,0,0,1,1,1,1,1,1
0,0,3,1,2,0,1,70.3,220.4,0,0,0,73.47,0.9569,220.4,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,71,1,0,2,0,19.6,1416.5,0,0,0,19.95,0.9825,1416.5,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,0,8,1,0,0,0,20.25,158.35,0,0,0,19.79,1.0232,158.35,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,3,1,2,0,1,75.85,256.6,1,0,0,85.53,0.8868,256.6,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,69,1,1,2,0,80.65,5542.55,0,0,5,80.33,1.004,5542.55,3,2,0,0,1,0,0,0,0,0,1,1,0,1,1,1
1,1,1,1,2,0,1,68.5,68.5,1,0,0,68.5,1.0,68.5,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,72,1,2,2,1,115.75,8443.7,0,1,6,117.27,0.987,8443.7,3,3,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,0,11,1,2,0,1,73.5,791.75,1,0,1,71.98,1.0211,791.75,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,71,1,1,2,0,80.6,5708.2,0,0,5,80.4,1.0025,5708.2,3,2,0,0,1,0,0,0,0,1,1,1,1,1,0,1
0,0,1,1,2,0,1,69.95,69.95,1,0,0,69.95,1.0,69.95,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,33,0,1,2,0,59.55,2016.3,0,0,5,61.1,0.9746,2016.3,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
0,0,16,1,0,1,0,19.05,326.65,0,0,0,20.42,0.9329,326.65,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,56,1,2,1,0,95.65,5471.75,0,1,4,97.71,0.9789,5471.75,3,3,1,0,1,0,0,1,0,1,1,1,1,1,0,0
0,0,1,1,0,0,0,19.95,19.95,0,0,0,19.95,1.0,19.95,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,5,1,1,0,1,70.05,346.4,1,0,3,69.28,1.0111,346.4,0,2,2,1,0,0,0,1,0,0,0,0,1,0,1,1
1,1,57,1,0,1,0,19.4,1061.6,0,0,0,18.62,1.0419,1061.6,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,56,0,1,1,1,36.1,1971.5,0,0,2,35.21,1.0253,1971.5,3,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
0,0,8,1,2,0,1,94.0,773.65,1,0,3,96.71,0.972,773.65,0,2,2,1,0,0,0,1,0,1,0,1,1,0,1,0
1,1,22,1,1,0,0,61.15,1422.05,1,0,3,64.64,0.946,1422.05,1,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0
0,0,1,1,0,0,0,19.75,19.75,0,0,0,19.75,1.0,19.75,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,40,1,1,0,1,64.1,2460.35,0,0,3,61.51,1.0421,2460.35,2,1,2,0,0,0,1,0,0,0,1,0,0,1,1,0
1,1,46,1,0,2,0,19.75,856.5,0,0,0,18.62,1.0607,856.5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,63,1,0,2,0,19.7,1275.85,0,0,0,20.25,0.9728,1275.85,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,68,1,2,2,1,110.2,7467.5,0,0,5,109.82,1.0035,7467.5,3,3,0,0,1,0,0,1,0,1,1,1,1,0,1,1
1,1,69,1,2,2,1,106.35,7261.75,0,0,5,105.24,1.0105,7261.75,3,3,0,0,1,0,1,0,0,0,1,1,0,1,1,1
1,0,56,1,2,0,0,90.55,5116.6,0,0,3,91.37,0.991,5116.6,3,2,2,0,1,0,0,1,0,1,0,1,1,1,0,0
1,1,10,1,1,1,1,65.9,660.05,0,0,3,66.0,0.9985,660.05,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0,1
0,0,63,1,2,1,0,104.5,6590.8,0,0,5,104.62,0.9989,6590.8,3,3,1,0,1,0,1,0,0,1,1,1,1,1,1,0
1,1,24,0,1,2,1,52.5,1208.15,0,0,5,50.34,1.0429,1208.15,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
0,0,19,1,1,0,1,56.1,1033.9,0,0,1,54.42,1.0309,1033.9,1,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0
1,1,22,1,2,0,1,88.75,1885.15,0,0,2,85.69,1.0357,1885.15,1,2,2,0,0,0,0,1,0,1,0,0,1,0,1,0
1,0,29,1,2,0,1,84.45,2467.1,1,0,2,85.07,0.9927,2467.1,2,2,2,0,0,0,0,1,0,1,1,1,0,0,0,0
1,0,13,1,1,1,1,75.3,989.45,1,0,3,76.11,0.9894,989.45,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1
1,0,70,1,0,2,1,26.0,2006.95,0,0,0,28.67,0.9069,2006.95,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,0,49,1,2,0,0,99.4,5025.0,0,0,4,102.55,0.9693,5025.0,3,3,2,0,1,0,0,1,0,0,0,1,1,0,1,1
1,0,43,1,2,1,1,109.55,4830.25,1,1,5,112.33,0.9753,4830.25,2,3,1,0,0,0,0,0,1,1,1,0,1,1,1,1
0,0,3,1,0,0,1,19.6,59.75,1,0,0,19.92,0.9839,59.75,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,42,1,1,1,0,73.15,3088.25,0,0,4,73.53,0.9948,3088.25,2,2,1,0,0,0,0,1,0,0,0,0,1,1,1,1
0,0,57,1,1,1,1,54.65,3134.7,0,0,2,54.99,0.9938,3134.7,3,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0,2,1,1,0,0,66.4,94.55,1,1,3,47.28,1.4044,94.55,0,2,2,1,0,0,0,0,0,0,1,0,1,0,1,0
1,0,72,1,2,2,1,115.55,8312.4,0,0,6,115.45,1.0009,8312.4,3,3,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,0,46,1,2,0,1,104.45,4863.85,0,1,4,105.74,0.9878,4863.85,2,3,2,0,0,0,0,1,0,1,0,1,1,0,1,1
1,0,66,1,2,0,1,100.05,6871.9,1,1,3,104.12,0.9609,6871.9,3,3,2,0,1,0,1,0,0,1,0,0,0,1,1,1
0,0,62,1,2,1,0,102.0,6529.25,1,0,4,105.31,0.9686,6529.25,3,3,1,0,1,0,0,1,0,1,1,1,0,1,0,1
1,0,72,1,1,2,1,91.15,6637.9,0,0,6,92.19,0.9887,6637.9,3,2,0,0,1,0,0,0,0,1,1,1,1,1,1,1
1,1,35,1,2,1,1,89.7,3165.6,0,0,3,90.45,0.9917,3165.6,2,2,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1,0,17,1,2,0,0,90.2,1454.15,1,0,3,85.54,1.0545,1454.15,1,2,2,0,0,0,1,0,0,1,1,1,1,0,0,0
1,0,72,1,1,2,1,92.4,6786.1,0,0,6,94.25,0.9804,6786.1,3,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1
1,1,28,1,0,1,0,19.9,543.0,0,0,0,19.39,1.0263,543.0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,56,1,0,2,1,25.15,1327.15,1,0,0,23.7,1.0612,1327.15,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,31,1,2,0,1,79.85,2404.15,1,0,1,77.55,1.0297,2404.15,2,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,45,1,0,1,0,18.85,867.3,0,0,0,19.27,0.9782,867.3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,1,25.75,25.75,0,0,0,25.75,1.0,25.75,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0
